Country or Area,Year,Area,Record Type,Reliability,Source Year,Value,Value Footnotes
Tajikistan,2012,Total,Data tabulated by year of registration,"Final figure, complete",2014,7417,
Tajikistan,2012,Urban,Data tabulated by year of registration,"Final figure, complete",2014,2973,
Tajikistan,2012,Rural,Data tabulated by year of registration,"Final figure, complete",2014,4444,
Tajikistan,2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,6762,
Tajikistan,2011,Urban,Data tabulated by year of registration,"Final figure, complete",2013,2811,
Tajikistan,2011,Rural,Data tabulated by year of registration,"Final figure, complete",2013,3951,
Tajikistan,2010,Total,Data tabulated by year of registration,"Final figure, complete",2013,6019,
Tajikistan,2010,Urban,Data tabulated by year of registration,"Final figure, complete",2013,3181,
Tajikistan,2010,Rural,Data tabulated by year of registration,"Final figure, complete",2013,2838,
Tajikistan,2009,Total,Data tabulated by year of registration,"Final figure, complete",2013,5593,
Tajikistan,2009,Urban,Data tabulated by year of registration,"Final figure, complete",2013,2647,
Tajikistan,2009,Rural,Data tabulated by year of registration,"Final figure, complete",2013,2946,
Tajikistan,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,5178,
Tajikistan,2008,Urban,Data tabulated by year of registration,"Final figure, complete",2009,2764,
Tajikistan,2008,Rural,Data tabulated by year of registration,"Final figure, complete",2009,2414,
Trinidad and Tobago,2016,Total,Data tabulated by year of occurrence,Provisional figure,2020,2737,
Trinidad and Tobago,2015,Total,Data tabulated by year of occurrence,Provisional figure,2020,2088,
Trinidad and Tobago,2014,Total,Data tabulated by year of occurrence,Provisional figure,2020,2136,
Trinidad and Tobago,2013,Total,Data tabulated by year of occurrence,Provisional figure,2020,2468,
Trinidad and Tobago,2012,Total,Data tabulated by year of occurrence,Provisional figure,2020,2265,
Trinidad and Tobago,2011,Total,Data tabulated by year of occurrence,Provisional figure,2020,2273,
Trinidad and Tobago,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,2795,
Trinidad and Tobago,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,2629,
Trinidad and Tobago,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,2485,
Türkiye,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,171881,48
Türkiye,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,182437,48
Türkiye,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,175779,48
Türkiye,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,136570,48
Türkiye,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,156587,48
Türkiye,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,143573,48
Türkiye,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,128411,48
Türkiye,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,126164,48
Türkiye,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,131830,48
Türkiye,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,130913,48
Türkiye,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,125305,48
Türkiye,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,123325,48
Türkiye,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,120117,48
Türkiye,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,118568,48
Türkiye,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,114162,48
Türkiye,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,99663,48
Turks and Caicos Islands,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,29,
Turks and Caicos Islands,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,28,
Turks and Caicos Islands,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,35,
Turks and Caicos Islands,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,41,
Turks and Caicos Islands,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,29,
Turks and Caicos Islands,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,18,
Turks and Caicos Islands,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,36,
Turks and Caicos Islands,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,47,
Turks and Caicos Islands,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,31,
Turks and Caicos Islands,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,29,
Turks and Caicos Islands,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,35,
Turks and Caicos Islands,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,26,
Turks and Caicos Islands,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,24,
Turks and Caicos Islands,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,8,
Ukraine,2021,Total,Data tabulated by year of registration,"Final figure, complete",2022,121381,"7,49"
Ukraine,2020,Total,Data tabulated by year of registration,"Final figure, complete",2022,119838,"7,49"
Ukraine,2019,Total,Data tabulated by year of registration,"Final figure, complete",2020,138005,"7,49"
Ukraine,2018,Total,Data tabulated by year of registration,"Final figure, complete",2020,153949,"7,49"
Ukraine,2017,Total,Data tabulated by year of registration,"Final figure, complete",2018,128734,"7,49"
Ukraine,2016,Total,Data tabulated by year of registration,"Final figure, complete",2018,129997,"7,49"
Ukraine,2015,Total,Data tabulated by year of registration,"Final figure, complete",2018,129373,"7,49"
Ukraine,2014,Total,Data tabulated by year of registration,"Final figure, complete",2018,130673,"7,49"
Ukraine,2013,Total,Data tabulated by year of registration,"Final figure, complete",2018,164939,7
Ukraine,2012,Total,Data tabulated by year of registration,"Final figure, complete",2018,168508,7
Ukraine,2011,Total,Data tabulated by year of registration,"Final figure, complete",2018,182490,7
Ukraine,2010,Total,Data tabulated by year of registration,"Final figure, complete",2018,126068,50
Ukraine,2010,Urban,Data tabulated by year of registration,"Final figure, complete",2018,98568,50
Ukraine,2010,Rural,Data tabulated by year of registration,"Final figure, complete",2018,27500,50
Ukraine,2009,Total,Data tabulated by year of registration,"Final figure, complete",2018,145439,
Ukraine,2009,Urban,Data tabulated by year of registration,"Final figure, complete",2018,112681,
Ukraine,2009,Rural,Data tabulated by year of registration,"Final figure, complete",2018,32758,
Ukraine,2008,Total,Data tabulated by year of registration,"Final figure, complete",2018,166845,
Ukraine,2008,Urban,Data tabulated by year of registration,"Final figure, complete",2018,128909,
Ukraine,2008,Rural,Data tabulated by year of registration,"Final figure, complete",2018,37936,
United Kingdom of Great Britain and Northern Ireland,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,90125,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,113505,"7,52,53"
United Kingdom of Great Britain and Northern Ireland,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,103592,"7,52,53"
United Kingdom of Great Britain and Northern Ireland,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,108421,"7,52,53"
United Kingdom of Great Britain and Northern Ireland,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,91299,"7,52,53"
United Kingdom of Great Britain and Northern Ireland,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,102007,"7,52,53"
United Kingdom of Great Britain and Northern Ireland,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,118158,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,112412,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,122656,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,126719,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,130473,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,129772,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,132338,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,126520,"7,51,52"
United Kingdom of Great Britain and Northern Ireland,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,135942,"7,51,52"
United States of America,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,746971,54
United States of America,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,782038,54
United States of America,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,787251,54
United States of America,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,776288,55
United States of America,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,800909,56
United States of America,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,813862,56
United States of America,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,832157,56
United States of America,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,851000,57
United States of America,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,877000,57
United States of America,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,872000,57
United States of America,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,840000,57
United States of America,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,844000,57
Uruguay,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,2555,
Uruguay,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,3020,
Uruguay,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,3216,
Uruguay,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,3219,
Uruguay,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,3623,
Uruguay,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,3725,
Uruguay,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,3895,
Uruguay,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,4355,
Uruguay,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,4047,
Uruguay,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,8007,
Uzbekistan,2024,Total,Data tabulated by year of registration,"Final figure, complete",2025,45135,
Uzbekistan,2024,Urban,Data tabulated by year of registration,"Final figure, complete",2025,27987,
Uzbekistan,2024,Rural,Data tabulated by year of registration,"Final figure, complete",2025,17148,
Uzbekistan,2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,49198,
Uzbekistan,2023,Urban,Data tabulated by year of registration,"Final figure, complete",2024,29796,
Uzbekistan,2023,Rural,Data tabulated by year of registration,"Final figure, complete",2024,19402,
Uzbekistan,2022,Total,Data tabulated by year of registration,"Final figure, complete",2023,48733,
Uzbekistan,2022,Urban,Data tabulated by year of registration,"Final figure, complete",2023,30086,
Uzbekistan,2022,Rural,Data tabulated by year of registration,"Final figure, complete",2023,18647,
Uzbekistan,2021,Total,Data tabulated by year of registration,"Final figure, complete",2022,39349,
Uzbekistan,2021,Urban,Data tabulated by year of registration,"Final figure, complete",2022,24274,
